sid,lat,long,easting,northing
6809,-45.6767186,166.5283432,2006186,5483609
6810,-45.677541,166.5290095,2006245,5483522
6811,-45.6784401,166.5294355,2006286,5483425
6812,-45.6793174,166.529954,2006334,5483331
6901,-45.6875873,166.5173751,2005430,5482337
6902,-45.6868915,166.5183298,2005498,5482420
6903,-45.6862233,166.5192943,2005567,5482500
6904,-45.6861271,166.5206444,2005671,5482519
6905,-45.6856027,166.5217599,2005753,5482584
6906,-45.6856955,166.5231014,2005858,5482582
6907,-45.6852306,166.5243131,2005948,5482641
6908,-45.6843684,166.5248745,2005984,5482740
6909,-45.6835499,166.5255726,2006031,5482835
6910,-45.6828138,166.5264544,2006093,5482922
6911,-45.6820225,166.5273168,2006153,5483015
6912,-45.6813639,166.5282928,2006223,5483094
6913,-45.6806472,166.5291981,2006287,5483179
7001,-45.6776936,166.5084562,2004650,5483378
7002,-45.6771733,166.509481,2004725,5483442
7003,-45.6761874,166.5099278,2004751,5483554
7004,-45.6753621,166.5106654,2004801,5483650
7005,-45.6747402,166.5116502,2004872,5483725
7006,-45.6740631,166.5126156,2004941,5483806
7007,-45.6731809,166.5131407,2004974,5483907
7008,-45.6724144,166.5139616,2005031,5483997
7009,-45.6714859,166.5144662,2005062,5484103
7010,-45.6708489,166.5155041,2005137,5484180
7011,-45.6711094,166.5167748,2005238,5484159
7012,-45.6712507,166.5181749,2005348,5484152
7013,-45.6717505,166.5193669,2005445,5484104
7014,-45.6717131,166.5208001,2005556,5484117
7015,-45.671255,166.5219721,2005643,5484175
7101,-45.6785534,166.5088219,2004686,5483285
7102,-45.6792783,166.5096793,2004759,5483210
7103,-45.6802408,166.5096214,2004763,5483103
7104,-45.6811743,166.5092062,2004739,5482997
7105,-45.6820139,166.5098575,2004797,5482908
7106,-45.6829175,166.51036,2004844,5482811
7107,-45.683718,166.5111188,2004910,5482727
7108,-45.6843273,166.5121698,2004997,5482666
7109,-45.6849771,166.5131389,2005078,5482600
7110,-45.685959,166.5131046,2005084,5482491
7111,-45.6866364,166.5140835,2005166,5482422
7112,-45.6872209,166.5151761,2005256,5482364
7113,-45.6878376,166.5162006,2005341,5482302
7201,-45.6905102,166.4960384,2003799,5481881
7202,-45.689623,166.4964744,2003825,5481982
7203,-45.6886638,166.4964292,2003813,5482088
7204,-45.687792,166.4969793,2003848,5482188
7205,-45.6871487,166.4979025,2003914,5482265
7206,-45.6862615,166.4983385,2003940,5482366
7207,-45.685525,166.4992079,2004001,5482453
7208,-45.6847443,166.4997733,2004038,5482543
7209,-45.6845372,166.5010717,2004137,5482574
7210,-45.6838289,166.5019636,2004200,5482658
7211,-45.6830009,166.5026502,2004246,5482754
7212,-45.6825487,166.503925,2004341,5482812
7213,-45.6816694,166.5045015,2004378,5482913
7214,-45.6807561,166.5043093,2004355,5483013
7215,-45.6798355,166.504633,2004372,5483117
7216,-45.6790254,166.5053175,2004418,5483211
7217,-45.678211,166.5059252,2004458,5483305
7218,-45.6781412,166.5072593,2004561,5483321
7301,-45.6952051,166.5068758,2004682,5481428
7302,-45.6945743,166.507862,2004753,5481504
7303,-45.6936734,166.5083766,2004785,5481607
7304,-45.6933467,166.5096373,2004880,5481651
7305,-45.6928037,166.5107423,2004961,5481718
7306,-45.6918555,166.5110562,2004977,5481825
7307,-45.6909435,166.5115334,2005006,5481929
7308,-45.6902338,166.5123996,2005067,5482013
7309,-45.6894111,166.5130212,2005108,5482108
7310,-45.6894524,166.5144073,2005216,5482112
7311,-45.688767,166.5153867,2005286,5482194
7312,-45.6883864,166.5166533,2005381,5482244
7401,-45.6914213,166.4965141,2003844,5481783
7402,-45.6920031,166.4975554,2003930,5481725
7403,-45.6920618,166.4989267,2004037,5481727
7404,-45.6923239,166.5002234,2004140,5481706
7405,-45.6929437,166.501299,2004229,5481644
7406,-45.6929837,166.5026596,2004335,5481648
7407,-45.6933588,166.503879,2004433,5481614
7408,-45.6940894,166.504839,2004514,5481539
7409,-45.6949718,166.505447,2004569,5481445
7501,-45.7021244,166.479424,2002612,5480491
7502,-45.7020922,166.4807802,2002717,5480503
7503,-45.7016371,166.481837,2002795,5480560
7504,-45.7007643,166.4825293,2002841,5480661
7505,-45.6998004,166.4825622,2002835,5480768
7506,-45.6988717,166.4822561,2002803,5480869
7507,-45.6979185,166.4824809,2002812,5480976
7508,-45.6973274,166.4835274,2002888,5481048
7509,-45.6963875,166.483828,2002903,5481154
7510,-45.69542,166.4837968,2002892,5481261
7511,-45.694501,166.4841465,2002911,5481365
7512,-45.6936917,166.4848442,2002958,5481459
7513,-45.6932124,166.4859551,2003040,5481519
7514,-45.6922679,166.4860114,2003036,5481624
7515,-45.6918489,166.4872312,2003127,5481678
7516,-45.6920042,166.4885529,2003231,5481669
7517,-45.6914324,166.4896227,2003309,5481739
7518,-45.6911999,166.49095,2003410,5481773
7519,-45.6912408,166.4923233,2003517,5481777
7520,-45.6909806,166.4936409,2003617,5481814
7521,-45.6911269,166.4949636,2003721,5481806
7601,-45.711602,166.4863537,2003234,5479484
7602,-45.7115884,166.4877209,2003340,5479494
7603,-45.7109599,166.488746,2003414,5479570
7604,-45.7100254,166.4889816,2003424,5479675
7605,-45.709088,166.4891659,2003430,5479780
7606,-45.7081528,166.4893886,2003439,5479885
7607,-45.7072775,166.489875,2003469,5479985
7608,-45.7073259,166.4912221,2003574,5479988
7609,-45.7077018,166.4924546,2003673,5479954
7610,-45.7069786,166.4934003,2003740,5480040
7611,-45.7062421,166.4942701,2003801,5480127
7612,-45.7059378,166.4956059,2003902,5480169
7613,-45.7058764,166.4969269,2004004,5480184
7614,-45.7052273,166.4980701,2004087,5480263
7615,-45.7046974,166.4990838,2004161,5480328
7616,-45.7039271,166.499996,2004225,5480419
7617,-45.7030769,166.5006081,2004265,5480517
7618,-45.7021373,166.5007538,2004268,5480622
7619,-45.701154,166.5007629,2004260,5480731
7620,-45.7006797,166.5019633,2004349,5480791
7621,-45.700004,166.5029548,2004420,5480872
7622,-45.699047,166.5029479,2004411,5480978
7623,-45.6983179,166.5037909,2004470,5481064
7624,-45.6975795,166.5047894,2004541,5481152
7625,-45.6969516,166.5058269,2004616,5481228
7626,-45.6960837,166.5062863,2004644,5481327
7701,-45.7029774,166.4788627,2002576,5480393
7702,-45.703125,166.4797218,2002644,5480382
7703,-45.7040491,166.4801057,2002682,5480282
7704,-45.7046077,166.4812141,2002773,5480227
7705,-45.7054224,166.4820613,2002846,5480142
7706,-45.7062608,166.4826869,2002902,5480053
7707,-45.7072204,166.4825772,2002902,5479946
7708,-45.7080993,166.4831209,2002952,5479852
7709,-45.7089724,166.4835622,2002994,5479758
7710,-45.7099267,166.4838396,2003024,5479654
7711,-45.7110503,166.4848836,2003115,5479536
7712,-45.7119543,166.4852312,2003150,5479438
7801,-45.7301334,166.4593881,2001306,5477263
7802,-45.7303103,166.4580404,2001203,5477235
7803,-45.7299154,166.4567969,2001103,5477271
7804,-45.7292479,166.4558425,2001023,5477339
7805,-45.7287773,166.454698,2000930,5477384
7806,-45.727947,166.4540588,2000873,5477472
7807,-45.727131,166.4533535,2000811,5477558
7808,-45.7261847,166.4532173,2000792,5477662
7809,-45.7251691,166.4532953,2000789,5477775
7810,-45.7242017,166.4535868,2000803,5477884
7811,-45.7234501,166.4543433,2000855,5477972
7812,-45.7224801,166.4544289,2000853,5478080
7813,-45.7215493,166.4547291,2000868,5478185
7814,-45.7209487,166.4557645,2000943,5478258
7815,-45.7205659,166.456981,2001034,5478308
7816,-45.7196585,166.4575362,2001069,5478412
7817,-45.7192869,166.4587901,2001163,5478461
7818,-45.718556,166.4595955,2001219,5478547
7819,-45.7183306,166.4608841,2001317,5478580
7820,-45.7175804,166.461666,2001371,5478668
7821,-45.7170117,166.4627878,2001453,5478738
7822,-45.7161624,166.4634134,2001494,5478836
7823,-45.7152552,166.4638138,2001517,5478939
7824,-45.7149574,166.4650977,2001614,5478980
7825,-45.7142189,166.4659297,2001672,5479067
7826,-45.7134604,166.4667252,2001727,5479156
7827,-45.7125191,166.4670006,2001740,5479262
7828,-45.7115477,166.4670603,2001736,5479370
7829,-45.7106384,166.4674222,2001756,5479473
7830,-45.7099832,166.4684506,2001830,5479552
7831,-45.709319,166.4694801,2001904,5479632
7832,-45.7085077,166.4701399,2001948,5479726
7833,-45.7077265,166.4710152,2002009,5479818
7834,-45.707204,166.4721571,2002093,5479883
7835,-45.7065265,166.4731107,2002161,5479964
7836,-45.7058192,166.4740161,2002225,5480048
7837,-45.7057311,166.4753402,2002327,5480066
7838,-45.7049628,166.4761237,2002381,5480156
7839,-45.7041087,166.4768269,2002428,5480255
7840,-45.7035251,166.4778469,2002502,5480326
7901,-45.7297313,166.4605813,2001395,5477315
7902,-45.7292081,166.461711,2001478,5477380
7903,-45.7284033,166.4624864,2001531,5477474
7904,-45.7279488,166.4637113,2001622,5477532
7905,-45.7279465,166.4651163,2001731,5477541
7906,-45.7275658,166.4663713,2001825,5477591
7907,-45.7272694,166.4676812,2001924,5477632
7908,-45.726879,166.4689244,2002017,5477683
7909,-45.7264318,166.4701226,2002106,5477740
7910,-45.7257274,166.4710796,2002174,5477824
7911,-45.7247819,166.4712781,2002181,5477930
7912,-45.7242109,166.4723615,2002260,5478000
7913,-45.7235715,166.4733497,2002331,5478077
7914,-45.7226463,166.473752,2002354,5478182
7915,-45.7217233,166.4738706,2002355,5478285
7916,-45.721382,166.4751853,2002454,5478331
7917,-45.7208333,166.4763434,2002539,5478399
7918,-45.7203376,166.4774825,2002623,5478461
7919,-45.7197369,166.4785177,2002698,5478534
7920,-45.7191361,166.4795528,2002773,5478607
7921,-45.7183796,166.4803867,2002831,5478696
7922,-45.7176231,166.4812205,2002889,5478785
7923,-45.7167625,166.4818085,2002927,5478884
7924,-45.7160038,166.4826039,2002982,5478973
7925,-45.7152147,166.4833383,2003032,5479065
7926,-45.7145059,166.4842182,2003094,5479149
7927,-45.713777,166.4850616,2003153,5479235
7928,-45.7128504,166.485438,2003174,5479340
8001,-45.735951,166.4545056,2000979,5476588
8002,-45.7352252,166.455401,2001042,5476674
8003,-45.7343379,166.4559927,2001080,5476776
8004,-45.7336009,166.4568506,2001140,5476863
8005,-45.7328855,166.4577705,2001205,5476948
8006,-45.7321471,166.4586028,2001263,5477035
8007,-45.7312386,166.4589778,2001284,5477138
8008,-45.730437,166.4596497,2001329,5477231
C1,-45.6608369,166.5545213,2008080,5485530
C2,-45.6615919,166.5559292,2008196,5485455
C3,-45.6627884,166.5563476,2008239,5485325
C4,-45.6641695,166.5570027,2008302,5485176
C5,-45.665567,166.5566519,2008287,5485019
C6,-45.6668515,166.5568674,2008315,5484878
C7,-45.6678338,166.5566793,2008309,5484768
C8,-45.6691033,166.5556477,2008240,5484621
C9,-45.6703376,166.554633,2008172,5484478
C10,-45.6716578,166.5533769,2008086,5484324
C11,-45.7476852,166.6282059,2014558,5476357
C12,-45.7467476,166.629213,2014628,5476467
C13,-45.7459026,166.6302613,2014702,5476567
C14,-45.7454521,166.6319228,2014827,5476627
C15,-45.7451916,166.6330991,2014916,5476663
C16,-45.745299,166.6344019,2015018,5476659
C17,-45.7445935,166.6356922,2015112,5476745
C18,-45.7432849,166.6601469,2016998,5477038
C19,-45.7444293,166.6606125,2017044,5476914
C20,-45.7444251,166.6626881,2017205,5476927
C21,-45.745314,166.6617773,2017142,5476823
C22,-45.7482394,166.6611427,2017118,5476495
C23,-45.7492217,166.6617811,2017176,5476390
C24,-45.7505405,166.6631297,2017292,5476252
C25,-45.7519853,166.6628145,2017280,5476090
C26,-45.7525049,166.663904,2017369,5476039
C27,-45.7516732,166.6658656,2017514,5476143
C28,-45.7504038,166.6675792,2017636,5476294
C29,-45.7497161,166.6692025,2017756,5476380
C30,-45.7499799,166.6722281,2017993,5476369
C31,-45.749306,166.67394,2018120,5476454
C32,-45.7495279,166.6760293,2018284,5476442
C33,-45.7489423,166.6778731,2018422,5476518
C34,-45.7484723,166.6791884,2018520,5476578
C35,-45.7481993,166.6813068,2018682,5476621
C36,-45.7484659,166.6833912,2018846,5476604
C37,-45.7480987,166.6847724,2018950,5476653
C38,-45.7472111,166.6858761,2019028,5476758
C39,-45.745618,166.6864521,2019059,5476938
C40,-45.7444968,166.6884064,2019201,5477074
C41,-45.7432888,166.690757,2019373,5477222
C42,-45.7420981,166.6917651,2019441,5477360
C43,-45.7402929,166.6934211,2019554,5477570
C44,-45.7394369,166.6946112,2019639,5477672
C45,-45.7388144,166.6962781,2019763,5477751
C46,-45.7382795,166.6980641,2019897,5477821
C47,-45.7377377,166.6998895,2020034,5477892
C48,-45.736427,166.7011812,2020123,5478045
C49,-45.7354044,166.7016292,2020149,5478161
C50,-45.7339896,166.7031643,2020256,5478327
C51,-45.7326774,166.7044302,2020343,5478480
C52,-45.7314048,166.7064262,2020487,5478633
C53,-45.7303375,166.707549,2020565,5478758
C54,-45.7292047,166.7087949,2020652,5478891
C55,-45.7281486,166.71029,2020759,5479017
C56,-45.7274526,166.7116037,2020855,5479102
C57,-45.7270223,166.7133261,2020985,5479160
C58,-45.7260703,166.7147452,2021087,5479274
C59,-45.7254323,166.7166321,2021228,5479356
C60,-45.724603,166.7181536,2021339,5479457
C61,-45.7231732,166.7175767,2021282,5479612
C62,-45.7217682,166.7171259,2021235,5479765
C63,-45.7202929,166.717211,2021229,5479929
C64,-45.7190397,166.7168981,2021194,5480066
C65,-45.7175501,166.718389,2021297,5480240
C66,-45.716718,166.7190217,2021339,5480336
C67,-45.7156001,166.7193766,2021357,5480462
C68,-45.7140468,166.718852,2021303,5480631
C69,-45.7122644,166.7189323,2021294,5480829
C70,-45.7103488,166.7192204,2021300,5481043
C71,-45.7071368,166.7205656,2021377,5481407
C72,-45.7053193,166.7211649,2021408,5481612
C73,-45.7040324,166.7218989,2021454,5481759
C74,-45.7026909,166.7221237,2021460,5481909
C75,-45.7004987,166.7229701,2021507,5482157
C76,-45.6986239,166.7236785,2021546,5482369
C77,-45.6971575,166.7234276,2021514,5482530
C78,-45.6960513,166.7223259,2021419,5482646
C79,-45.6949181,166.721562,2021350,5482767
C80,-45.6937691,166.7205037,2021258,5482888
C81,-45.6926021,166.7196148,2021179,5483012
C82,-45.6464856,166.7150336,2020429,5488095
C83,-45.6442215,166.7153855,2020437,5488348
C84,-45.6430705,166.7151261,2020407,5488474
C85,-45.6413321,166.7145196,2020345,5488663
C86,-45.6401043,166.7131753,2020230,5488791
C87,-45.6387332,166.7133518,2020232,5488944
C88,-45.6371032,166.7132481,2020210,5489124
C89,-45.634837,166.7128927,2020163,5489373
C90,-45.6336854,166.7136239,2020210,5489505
C91,-45.6321129,166.7144143,2020258,5489684
C92,-45.6311537,166.7146998,2020272,5489792
C93,-45.6292714,166.7157685,2020339,5490007
C94,-45.6277112,166.7164545,2020379,5490184
C95,-45.6270605,166.716436,2020372,5490256
C96,-45.6256886,166.7157636,2020308,5490404
C97,-45.6247122,166.7163982,2020349,5490516
C98,-45.6237708,166.7150099,2020233,5490612
C99,-45.6226479,166.7139373,2020140,5490730
C100,-45.6213139,166.7131323,2020066,5490873
C101,-45.6202225,166.7109761,2019889,5490981
C102,-45.6189843,166.7097748,2019785,5491111
C103,-45.6187147,166.7072969,2019590,5491126
C104,-45.617304,166.7064105,2019509,5491277
C105,-45.6158845,166.7061938,2019480,5491433
DIS1,-45.6076516,166.6717807,2016733,5492138
DIS2,-45.6084737,166.672294,2016780,5492050
DIS3,-45.608984,166.6717232,2016740,5491990
DIS4,-45.6096031,166.6718219,2016753,5491922
DIS5,-45.6098434,166.6709338,2016686,5491890
DIS6,-45.6100687,166.6700988,2016623,5491860
SC1,-45.6019735,166.6739003,2016849,5492780
SC2,-45.6019745,166.6745815,2016902,5492784
SC3,-45.6016769,166.6755787,2016977,5492823
SC4,-45.6015387,166.6751954,2016946,5492836
SC5,-45.6014712,166.674123,2016862,5492837
SC6,-45.6010982,166.6806951,2017370,5492918
AP1,-45.6541659,166.715051,2020496,5487244
AP1B,-45.6541659,166.715051,2020497,5487245
AP2,-45.6556821,166.7157206,2020561,5487080
AP3,-45.6563846,166.7156948,2020565,5487002
AP4,-45.6746162,166.7179239,2020894,5484995
AP5,-45.6761221,166.719406,2021022,5484837
AP6,-45.6748394,166.720049,2021061,5484983
DC1,-45.7404193,166.6438526,2015709,5477257
DC2,-45.7396986,166.6425539,2015602,5477329
DC3,-45.7391743,166.6410529,2015481,5477378
DC4,-45.7391679,166.6425873,2015600,5477388
DC5,-45.7389935,166.6436893,2015684,5477414
DC6,-45.7395832,166.6458919,2015860,5477362
DC7,-45.7361587,166.6479617,2015991,5477754
DC8,-45.7349237,166.6491431,2016072,5477898
DC9,-45.7337606,166.648667,2016025,5478024
DC10,-45.7327248,166.6485375,2016006,5478138
DC11,-45.7318614,166.6484275,2015990,5478233
DC12,-45.7306015,166.6484905,2015984,5478373
DC13,-45.7295645,166.6486704,2015989,5478489
DC14,-45.7285411,166.648604,2015975,5478602
DC15,-45.7274901,166.6485278,2015960,5478718
DC16,-45.7266423,166.648867,2015979,5478814
DC17,-45.7256631,166.6487828,2015964,5478922
A01,-45.7516166,166.6030882,2012643.7,5475768.6
A02,-45.7512355,166.602955,2012630,5475810
A03,-45.7513322,166.6024156,2012589,5475796
A04,-45.7515214,166.6019174,2012552,5475772
A05,-45.7528824,166.6015583,2012536,5475619
A06,-45.7528615,166.6031463,2012659,5475631
LH1,-45.7316394,166.5824212,2010866,5477856
LH2,-45.7323651,166.58069,2010738,5477765
LH3,-45.7300209,166.5795879,2010632,5478018
LH4,-45.7304131,166.5767216,2010413,5477957
BAS1,-45.737201,166.6049035,2012659,5477377
BAS2,-45.7373521,166.6030565,2012517,5477349
BAS3,-45.7361024,166.6011733,2012360,5477476
BAS4,-45.7360853,166.5995514,2012234,5477468
BAS5,-45.7351666,166.5987653,2012165,5477565
FH1,-45.6956323,166.5736443,2009870,5481792
FH2,-45.6950266,166.5752579,2009990,5481869
FH3,-45.6955146,166.5773923,2010160,5481828
FH4,-45.695518,166.5803927,2010393,5481846
FH6,-45.6976998,166.5813321,2010485,5481610
FH7,-45.6980737,166.5802597,2010405,5481562
FH8,-45.6981475,166.5786544,2010281,5481544
FH9,-45.6978839,166.576662,2010124,5481561
WP1,-45.6980426,166.5484123,2007932,5481370
WP2,-45.6983554,166.5464064,2007779,5481323
WP3,-45.6949624,166.5451159,2007649,5481691
WP4,-45.6935905,166.5514528,2008129,5481882
WP5,-45.6944853,166.5531032,2008265,5481793
WP6,-45.6951805,166.5563603,2008524,5481736
WP7,-45.6949439,166.5577908,2008633,5481771
WP8,-45.6941888,166.559473,2008757,5481865
R1,-45.705843,166.574782,2010047.6,5480667.6
R2,-45.706602,166.575445,2010105.7,5480587.6
R3,-45.707487,166.576028,2010158.7,5480493.1
R4,-45.708513,166.576491,2010203.6,5480382.2
R5,-45.709389,166.576707,2010228.1,5480286.5
R6,-45.710429,166.577219,2010276.9,5480174.4
R7,-45.710472,166.576109,2010191.1,5480162.8
R8,-45.710056,166.574384,2010053.6,5480198.3
R9,-45.710868,166.573613,2010000.8,5480103.6
R10,-45.71203,166.573129,2009973.4,5479971.9
R11,-45.712984,166.572331,2009919.8,5479861.3
R12,-45.713604,166.57116,2009834.3,5479785.4
R13,-45.713646,166.569801,2009729.2,5479772.5
R14,-45.713602,166.5688,2009651.1,5479771.2
R15,-45.713992,166.567872,2009582.5,5479722.3
R16,-45.714528,166.566965,2009516.8,5479657.3
R17,-45.715061,166.566488,2009484.5,5479595.4
R18,-45.715174,166.566166,2009460.5,5479580.9
R19,-45.715959,166.564924,2009370.9,5479486.3
R20,-45.705064,166.573947,2009976,5480748.8
RA1,-45.752759,166.585209,2011266.7,5475532.9
RA2,-45.753845,166.589203,2011586,5475436.9
RA3,-45.75386,166.592201,2011818.7,5475453.6
RA4,-45.75291,166.593985,2011948.8,5475569.7
RA5,-45.752643,166.595496,2012063.7,5475608.6
RA6,-45.752471,166.593195,2011883.7,5475613.6
RA7,-45.752589,166.591248,2011733.7,5475588.6
RA8,-45.750323,166.591204,2011710.5,5475839.4
RA9,-45.748898,166.591522,2011722.7,5475999.3
RA10,-45.747194,166.591506,2011706.6,5476188
RA11,-45.745168,166.591696,2011703.7,5476413.6
RA12,-45.746323,166.590535,2011623.7,5476278.6
RA13,-45.747646,166.589037,2011519,5476122.8
RA14,-45.74618,166.587135,2011358.7,5476273.6
RA15,-45.744239,166.585484,2011213.7,5476478.6
RA16,-45.743289,166.584624,2011138.7,5476578.6
RA18,-45.742971,166.583758,2011068.7,5476608.6
RA19,-45.742869,166.582738,2010988.7,5476613.6
RA20,-45.741784,166.581056,2010848.7,5476723.6
RA21,-45.741447,166.579869,2010753.7,5476753.7
RA22,-45.740025,166.579449,2010708.6,5476908.7
RA23,-45.74051,166.578428,2010633.7,5476848.7
RA24,-45.748032,166.581448,2010933.7,5476033.7
RA25,-45.748266,166.580777,2010883.7,5476003.6
RA26,-45.752787,166.584199,2011188.6,5475523.6
2631A,-45,166,2020185.772,5486042.147
4402A,-45,166,2012289.001,5490363.515
4402B,-45,166,2012326.74,5490259.728
SC7,-45,166,2017482.384,5492854.003
FH5,-45,166,2010571.766,5481812.772
RA17,-45,166,2011106.572,5476587.643
